0_0,0_1,0_2,0_3,0_4,1_0,1_1,1_2,1_3,1_4,2_0,2_1,2_2,2_3,2_4,3_0,3_1,3_2,3_3,3_4,4_0,4_1,4_2,4_3,4_4
131,0.09,0.12,0.1,0.14,0.13,0.12,0.13,0.12,0.11,0.16,0.12,0.11,0.22,0.16,0.15,0.13,0.14,0.16,0.17,0.1,0.13,0.13,0.12,0.12,0.14
132,0.09,0.12,0.11,0.14,0.13,0.13,0.12,0.12,0.11,0.16,0.12,0.11,0.22,0.16,0.15,0.13,0.14,0.16,0.17,0.1,0.13,0.13,0.13,0.13,0.14
133,0.09,0.12,0.11,0.14,0.13,0.13,0.12,0.12,0.11,0.16,0.12,0.11,0.22,0.16,0.15,0.13,0.14,0.16,0.17,0.1,0.13,0.13,0.13,0.13,0.14
134,0.09,0.12,0.11,0.14,0.13,0.13,0.12,0.12,0.11,0.16,0.12,0.11,0.22,0.16,0.15,0.13,0.14,0.16,0.17,0.1,0.13,0.13,0.13,0.13,0.14
135,0.09,0.12,0.11,0.14,0.13,0.13,0.12,0.12,0.11,0.16,0.12,0.11,0.22,0.16,0.15,0.13,0.14,0.16,0.17,0.11,0.13,0.13,0.14,0.13,0.14
136,0.09,0.12,0.11,0.14,0.13,0.13,0.12,0.12,0.11,0.16,0.12,0.11,0.22,0.16,0.15,0.13,0.14,0.16,0.17,0.11,0.13,0.13,0.14,0.13,0.14
137,0.09,0.12,0.11,0.14,0.13,0.13,0.12,0.12,0.12,0.16,0.12,0.11,0.22,0.16,0.15,0.13,0.14,0.16,0.16,0.11,0.13,0.13,0.14,0.13,0.14
138,0.11,0.12,0.11,0.14,0.13,0.11,0.12,0.12,0.12,0.16,0.12,0.11,0.22,0.16,0.15,0.13,0.14,0.16,0.16,0.11,0.13,0.13,0.14,0.13,0.14
139,0.11,0.13,0.11,0.14,0.13,0.11,0.12,0.12,0.12,0.16,0.12,0.11,0.22,0.16,0.15,0.13,0.14,0.17,0.16,0.11,0.13,0.13,0.14,0.14,0.14
140,0.11,0.13,0.11,0.14,0.13,0.11,0.13,0.12,0.12,0.16,0.12,0.11,0.22,0.16,0.15,0.13,0.14,0.17,0.16,0.11,0.13,0.13,0.14,0.14,0.14
141,0.11,0.13,0.11,0.14,0.13,0.11,0.13,0.12,0.12,0.16,0.12,0.11,0.22,0.16,0.15,0.13,0.14,0.17,0.16,0.11,0.13,0.13,0.14,0.14,0.14
142,0.11,0.13,0.11,0.14,0.13,0.11,0.13,0.12,0.12,0.16,0.13,0.11,0.22,0.16,0.15,0.13,0.14,0.17,0.16,0.11,0.13,0.13,0.14,0.14,0.14
143,0.11,0.13,0.11,0.14,0.13,0.11,0.13,0.13,0.12,0.16,0.13,0.11,0.21,0.16,0.15,0.13,0.14,0.18,0.16,0.11,0.13,0.13,0.14,0.14,0.14
144,0.11,0.14,0.12,0.14,0.13,0.11,0.13,0.13,0.12,0.16,0.13,0.11,0.21,0.16,0.15,0.13,0.14,0.18,0.16,0.11,0.13,0.13,0.14,0.14,0.14
145,0.11,0.14,0.12,0.14,0.14,0.11,0.13,0.13,0.13,0.15,0.13,0.11,0.21,0.16,0.15,0.13,0.14,0.18,0.16,0.11,0.13,0.13,0.14,0.14,0.14
146,0.11,0.14,0.12,0.14,0.14,0.11,0.13,0.13,0.13,0.15,0.13,0.11,0.21,0.16,0.15,0.13,0.14,0.18,0.16,0.11,0.13,0.13,0.14,0.14,0.14
147,0.11,0.14,0.12,0.14,0.14,0.11,0.12,0.13,0.13,0.15,0.13,0.12,0.21,0.16,0.15,0.13,0.14,0.18,0.16,0.11,0.13,0.13,0.14,0.14,0.14
148,0.11,0.14,0.12,0.13,0.14,0.11,0.12,0.13,0.13,0.15,0.13,0.12,0.21,0.16,0.15,0.13,0.14,0.18,0.16,0.11,0.13,0.13,0.14,0.14,0.14
149,0.11,0.14,0.12,0.13,0.14,0.11,0.12,0.13,0.13,0.15,0.13,0.12,0.21,0.16,0.15,0.13,0.14,0.18,0.16,0.11,0.13,0.13,0.14,0.14,0.14
150,0.11,0.14,0.12,0.13,0.14,0.11,0.12,0.13,0.13,0.15,0.13,0.12,0.21,0.16,0.15,0.13,0.14,0.18,0.16,0.11,0.13,0.13,0.14,0.13,0.14
151,0.11,0.15,0.12,0.14,0.14,0.11,0.12,0.14,0.13,0.15,0.13,0.12,0.22,0.16,0.15,0.13,0.15,0.18,0.16,0.11,0.13,0.13,0.14,0.13,0.14
152,0.11,0.15,0.12,0.14,0.14,0.11,0.12,0.14,0.13,0.15,0.13,0.12,0.22,0.16,0.15,0.13,0.15,0.18,0.16,0.11,0.13,0.13,0.14,0.13,0.14
153,0.11,0.15,0.12,0.14,0.14,0.11,0.12,0.14,0.13,0.15,0.13,0.12,0.22,0.16,0.15,0.13,0.15,0.18,0.16,0.11,0.14,0.13,0.14,0.13,0.14
154,0.11,0.15,0.12,0.14,0.14,0.11,0.12,0.14,0.13,0.15,0.13,0.12,0.22,0.16,0.15,0.13,0.15,0.18,0.16,0.11,0.14,0.13,0.14,0.13,0.14
155,0.11,0.15,0.12,0.14,0.14,0.11,0.12,0.14,0.13,0.15,0.13,0.12,0.22,0.16,0.15,0.13,0.15,0.18,0.16,0.11,0.14,0.13,0.14,0.13,0.14
156,0.11,0.15,0.12,0.14,0.14,0.11,0.12,0.14,0.13,0.15,0.13,0.12,0.22,0.16,0.15,0.13,0.15,0.18,0.16,0.11,0.14,0.13,0.14,0.13,0.14
157,0.11,0.15,0.12,0.14,0.14,0.11,0.12,0.14,0.13,0.15,0.13,0.12,0.21,0.16,0.15,0.13,0.15,0.17,0.16,0.11,0.14,0.14,0.14,0.13,0.14
158,0.11,0.15,0.12,0.14,0.14,0.11,0.12,0.14,0.13,0.15,0.13,0.12,0.21,0.16,0.15,0.13,0.15,0.17,0.16,0.11,0.14,0.14,0.14,0.13,0.14
159,0.11,0.14,0.12,0.14,0.14,0.11,0.13,0.14,0.13,0.15,0.13,0.12,0.21,0.16,0.15,0.13,0.15,0.17,0.16,0.1,0.14,0.14,0.14,0.13,0.15
160,0.11,0.14,0.12,0.14,0.14,0.11,0.13,0.14,0.13,0.15,0.13,0.12,0.21,0.16,0.15,0.13,0.15,0.17,0.15,0.1,0.14,0.14,0.14,0.14,0.15
161,0.11,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.13,0.16,0.13,0.12,0.21,0.16,0.15,0.13,0.15,0.17,0.15,0.1,0.14,0.14,0.14,0.14,0.15
162,0.11,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.13,0.16,0.13,0.12,0.21,0.16,0.15,0.13,0.15,0.17,0.15,0.1,0.14,0.14,0.14,0.14,0.15
163,0.11,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.13,0.16,0.13,0.12,0.21,0.16,0.15,0.13,0.15,0.16,0.15,0.1,0.14,0.14,0.14,0.14,0.15
164,0.11,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.13,0.16,0.13,0.12,0.21,0.16,0.15,0.13,0.15,0.16,0.15,0.1,0.14,0.14,0.14,0.14,0.15
165,0.11,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.13,0.16,0.13,0.12,0.19,0.16,0.15,0.13,0.15,0.17,0.15,0.1,0.14,0.14,0.14,0.14,0.15
166,0.11,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.13,0.16,0.13,0.13,0.19,0.16,0.15,0.13,0.15,0.17,0.15,0.1,0.14,0.14,0.14,0.14,0.15
167,0.11,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.13,0.16,0.13,0.13,0.19,0.16,0.15,0.13,0.15,0.17,0.15,0.1,0.14,0.14,0.14,0.14,0.15
168,0.11,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.13,0.16,0.13,0.13,0.19,0.16,0.15,0.13,0.15,0.17,0.15,0.11,0.14,0.14,0.14,0.14,0.14
169,0.11,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.14,0.16,0.13,0.13,0.19,0.16,0.15,0.13,0.15,0.17,0.15,0.11,0.14,0.14,0.14,0.14,0.14
170,0.11,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.14,0.16,0.13,0.13,0.19,0.16,0.15,0.13,0.15,0.17,0.15,0.11,0.14,0.14,0.14,0.14,0.14
171,0.11,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.14,0.16,0.13,0.13,0.19,0.16,0.15,0.13,0.15,0.17,0.15,0.11,0.14,0.14,0.14,0.14,0.14
172,0.11,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.14,0.15,0.13,0.13,0.19,0.16,0.16,0.14,0.15,0.17,0.15,0.11,0.14,0.14,0.14,0.14,0.14
173,0.11,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.14,0.15,0.13,0.13,0.19,0.17,0.16,0.14,0.15,0.17,0.15,0.11,0.14,0.14,0.14,0.14,0.14
174,0.11,0.14,0.13,0.15,0.14,0.11,0.13,0.14,0.14,0.15,0.13,0.13,0.19,0.17,0.16,0.14,0.15,0.17,0.15,0.11,0.14,0.14,0.14,0.14,0.14
175,0.11,0.14,0.13,0.15,0.14,0.11,0.13,0.14,0.14,0.15,0.13,0.13,0.19,0.17,0.16,0.14,0.15,0.17,0.15,0.11,0.14,0.14,0.14,0.14,0.14
176,0.11,0.14,0.13,0.16,0.14,0.11,0.13,0.14,0.14,0.15,0.13,0.13,0.19,0.18,0.16,0.14,0.15,0.17,0.15,0.11,0.14,0.14,0.14,0.14,0.14
177,0.11,0.14,0.13,0.16,0.14,0.11,0.13,0.14,0.14,0.15,0.13,0.13,0.19,0.18,0.16,0.14,0.15,0.17,0.15,0.11,0.14,0.14,0.14,0.14,0.14
178,0.11,0.14,0.13,0.16,0.14,0.11,0.13,0.14,0.14,0.15,0.13,0.13,0.19,0.18,0.17,0.14,0.15,0.17,0.14,0.11,0.14,0.14,0.14,0.14,0.14
179,0.11,0.14,0.13,0.16,0.15,0.11,0.13,0.14,0.14,0.16,0.13,0.13,0.19,0.18,0.17,0.14,0.15,0.17,0.14,0.11,0.14,0.14,0.14,0.14,0.14
180,0.11,0.14,0.13,0.16,0.15,0.11,0.13,0.14,0.14,0.16,0.13,0.13,0.19,0.18,0.17,0.14,0.15,0.17,0.14,0.11,0.14,0.14,0.14,0.14,0.14
181,0.11,0.14,0.12,0.16,0.15,0.11,0.13,0.14,0.14,0.16,0.13,0.13,0.19,0.18,0.17,0.14,0.15,0.17,0.14,0.1,0.14,0.14,0.14,0.14,0.14
182,0.11,0.14,0.12,0.16,0.15,0.11,0.13,0.14,0.14,0.16,0.13,0.13,0.19,0.18,0.17,0.14,0.15,0.17,0.14,0.1,0.14,0.14,0.14,0.14,0.14
183,0.11,0.14,0.12,0.16,0.15,0.11,0.13,0.14,0.14,0.16,0.13,0.13,0.19,0.18,0.17,0.14,0.15,0.17,0.14,0.1,0.14,0.14,0.14,0.14,0.14
184,0.12,0.13,0.11,0.16,0.15,0.11,0.13,0.13,0.14,0.16,0.13,0.13,0.19,0.18,0.17,0.14,0.15,0.17,0.14,0.1,0.14,0.14,0.14,0.14,0.14
185,0.12,0.13,0.11,0.16,0.15,0.11,0.13,0.13,0.14,0.16,0.13,0.13,0.19,0.18,0.17,0.14,0.15,0.17,0.14,0.1,0.14,0.14,0.15,0.14,0.14
186,0.12,0.13,0.11,0.16,0.15,0.11,0.13,0.13,0.14,0.16,0.13,0.13,0.19,0.18,0.17,0.14,0.15,0.17,0.14,0.1,0.14,0.14,0.15,0.14,0.14
187,0.12,0.13,0.11,0.16,0.15,0.11,0.13,0.13,0.14,0.16,0.13,0.13,0.19,0.18,0.17,0.13,0.15,0.17,0.14,0.1,0.14,0.14,0.15,0.14,0.14
188,0.12,0.13,0.11,0.16,0.15,0.11,0.14,0.13,0.14,0.16,0.13,0.14,0.18,0.18,0.16,0.13,0.15,0.17,0.14,0.11,0.14,0.14,0.15,0.14,0.14
189,0.12,0.13,0.11,0.16,0.15,0.11,0.14,0.13,0.14,0.16,0.13,0.14,0.18,0.18,0.16,0.13,0.15,0.17,0.14,0.11,0.14,0.14,0.15,0.14,0.14
190,0.12,0.13,0.11,0.16,0.15,0.11,0.15,0.13,0.14,0.16,0.13,0.14,0.18,0.18,0.16,0.13,0.15,0.17,0.14,0.11,0.14,0.14,0.15,0.14,0.14
191,0.12,0.13,0.11,0.16,0.15,0.11,0.15,0.13,0.14,0.16,0.13,0.14,0.18,0.18,0.16,0.13,0.15,0.17,0.14,0.11,0.14,0.14,0.15,0.14,0.15
192,0.12,0.13,0.11,0.16,0.15,0.11,0.15,0.13,0.14,0.16,0.13,0.14,0.18,0.18,0.16,0.13,0.15,0.17,0.14,0.11,0.14,0.14,0.15,0.14,0.15
193,0.11,0.13,0.11,0.16,0.15,0.11,0.15,0.13,0.14,0.16,0.13,0.14,0.18,0.18,0.16,0.13,0.16,0.17,0.14,0.11,0.14,0.14,0.15,0.14,0.15
194,0.11,0.13,0.11,0.16,0.15,0.11,0.15,0.13,0.15,0.16,0.13,0.14,0.18,0.18,0.16,0.13,0.16,0.17,0.14,0.11,0.14,0.14,0.15,0.14,0.15
195,0.11,0.13,0.11,0.16,0.15,0.11,0.15,0.13,0.15,0.16,0.13,0.14,0.17,0.18,0.16,0.13,0.16,0.17,0.14,0.11,0.14,0.14,0.15,0.14,0.15
196,0.11,0.13,0.11,0.16,0.15,0.12,0.15,0.13,0.15,0.16,0.13,0.14,0.17,0.18,0.16,0.13,0.16,0.17,0.13,0.11,0.13,0.14,0.15,0.14,0.15
197,0.11,0.13,0.11,0.16,0.15,0.12,0.15,0.13,0.15,0.16,0.13,0.14,0.17,0.18,0.16,0.12,0.16,0.17,0.13,0.1,0.13,0.14,0.15,0.15,0.15
198,0.11,0.13,0.11,0.16,0.15,0.12,0.15,0.13,0.15,0.16,0.13,0.14,0.17,0.18,0.16,0.12,0.16,0.17,0.13,0.1,0.13,0.14,0.15,0.15,0.15
199,0.11,0.13,0.11,0.16,0.15,0.12,0.15,0.13,0.15,0.16,0.14,0.14,0.17,0.18,0.16,0.12,0.16,0.17,0.13,0.1,0.13,0.14,0.15,0.16,0.15
200,0.11,0.13,0.11,0.16,0.15,0.12,0.15,0.13,0.15,0.16,0.14,0.14,0.17,0.19,0.16,0.12,0.16,0.17,0.13,0.1,0.13,0.14,0.15,0.16,0.15
